曲名,サムネ用リンク,MVリンク,フル尺リンク,MV公開,3Dリンク,3Dリンク2,公開日,ユニット,歌唱,歌唱2,歌唱3,男女,外部,箱内カバー,全体曲,ライバー自身が制作（作曲・イラスト等）,備考,備考2,備考3,備考4,踊ろう！,振付リンク,振付リンク2,振付リンク3,オンラインライブ等で披露済,カラオケ（DAM）,カラオケ（JOYSOUND）,フィジカルCDリリース,デジタルリリース,サブスクリンク,独特なコーレス,3D配信リンク2,3D配信リンク3,メモ2,Shortsリンク,その他リンク,その他2,その他3,説明1,メモ3,BPM,疾走感,しっとり・チル,盛り上がる,熱い・パワフル,ワイルド・攻撃的,明るい・キラキラ,ハッピー・ポジティブ,ポップな,可愛い,爽やか,透明感,セクシー・色気がある,クール・かっこいい,オシャレ・スタイリッシュ,シリアス・ダーク,アンニュイ・ネガティブ,神秘的・幻想的,壮大・ドラマチック,切ない・ノスタルジック,温かい・優しい,エモーショナル,クセが強い・ユニーク,個数,25↑,最大値,平均,確認用,
古傷マーモット,https://youtu.be/ZOZBpyC90Kw?si=HuTRxdovQYxt4tmw,https://youtu.be/ZOZBpyC90Kw?si=HuTRxdovQYxt4tmw,,TRUE,,,2025/04/24,ROF-MAO,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,TRUE,作詞：加賀美ハヤト、剣持刀也、不破湊、甲斐田晴,作曲：甲斐田晴,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,https://youtu.be/y8P2TdDPekk?si=SOiAbe6pH-fSb1Rk,,,,,100,,12.5,,,,,,,,,,,,,,,,12.5,25,,,20,4,1,25,17.5,70,
Accel!!(Shorts ver.),https://youtu.be/mSMxr8Xca8c?si=qeMmwRzaGcaP6EQ-,,,FALSE,,,2025/04/27,,レイン･パターソン,,,女性ソロ,FALSE,FALSE,FALSE,TRUE,作曲：弦月藤士郎,,,,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
ZUNDA!アッパレ☆運命,https://youtu.be/haXUZE32hTA?si=ajvXSWdclCjCf8GM,https://youtu.be/haXUZE32hTA?si=ajvXSWdclCjCf8GM,,TRUE,https://www.youtube.com/watch?v=ir2IUWsI6kc,,2025/05/02,,卯月コウ、魔界ノりりむ、リゼ・ヘルエスタ、加賀美ハヤト、山神カルタ、フレン・E・ルスタリオ,,,男女混合,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://linkco.re/7A2fzZVp,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
【Cover】Virtual to LIVE（SitR仙台）,https://youtu.be/fX-vx-Yi2vo?si=cS0hhs9D9X6ZgwBy,https://youtu.be/fX-vx-Yi2vo?si=cS0hhs9D9X6ZgwBy,,FALSE,,,2025/05/10,,卯月コウ、魔界ノりりむ、リゼ・ヘルエスタ、加賀美ハヤト、山神カルタ、フレン・E・ルスタリオ,,,男女混合,FALSE,TRUE,TRUE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
鐘が鳴る場所で,https://youtu.be/xrVBdnGUwUQ?si=weQN_Z-hSPMI5dWu,https://youtu.be/xrVBdnGUwUQ?si=weQN_Z-hSPMI5dWu,,TRUE,,,2025/05/10,,卯月コウ、魔界ノりりむ、リゼ・ヘルエスタ、加賀美ハヤト、山神カルタ、フレン・E・ルスタリオ,,,男女混合,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,FALSE,TRUE,FALSE,TRUE,https://linkco.re/srA6snsc,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
【Cover】Arc goes oN (Live ver Singin' in the Rainbow! at Sendai),https://youtu.be/BftVJiUp13g?si=K38g2ArftpLiUPUc,,,FALSE,,,2025/05/10,,卯月コウ、魔界ノりりむ、リゼ・ヘルエスタ、加賀美ハヤト、山神カルタ、フレン・E・ルスタリオ,,,男女混合,FALSE,TRUE,TRUE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://nex-tone.link/A00186443,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
魔法について,https://youtu.be/RJ4pxNu2Di8?si=Y38ouoDTMlwk9x8_,,,FALSE,,,2025/06/13,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,FALSE,TRUE,TRUE,TRUE,https://linkco.re/CS6MN2F7,FALSE,,,,,,,,,,72,,20,,,,,,,,,20,,,,,,,20,5,15,20,,6,0,20,16.66666667,100,
オブリビオン,https://youtu.be/0nyHpX1_Y88?si=1dDJs4w-LCCKvHzy,,,FALSE,,,2025/06/13,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,FALSE,TRUE,TRUE,TRUE,https://linkco.re/CS6MN2F7,FALSE,,,,,,,,,,80,,20,,,,,,,,,25,,,,5,,,5,40,,5,,6,2,40,16.66666667,100,
されど星の輝きを知る,https://youtu.be/qnlGnVBSS6E?si=X9_jTIzonBvjU7NN,,,FALSE,,,2025/06/13,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,FALSE,TRUE,TRUE,TRUE,https://linkco.re/CS6MN2F7,FALSE,https://youtu.be/tG6h83PreFk?si=a-AvzSjXkxX8_zLr&t=650,,MAGIC3D,,,,,,,122,,15,,,,,,,,10,10,,,,,,,,25,20,20,,6,1,25,16.66666667,100,
独白,https://youtu.be/V4BeK1gfEKk?si=XeouYvtQUHGFGxAB,,,FALSE,,,2025/06/13,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,FALSE,TRUE,TRUE,TRUE,https://linkco.re/CS6MN2F7,FALSE,https://youtu.be/tG6h83PreFk?si=jUDRlIHGn2ndZ55E&t=197,,MAGIC3D,,,,,,,134,,,,,,,,,,,,5,35,25,25,,,,,,10,,5,3,35,20,100,
エンドロールで待ってる,https://youtu.be/56MSCi1vOHQ?si=4kayM4P_8Xfv2xcZ,,,FALSE,,,2025/06/13,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,FALSE,TRUE,TRUE,TRUE,https://linkco.re/CS6MN2F7,FALSE,https://youtu.be/tG6h83PreFk?si=3F-4bPDCdPXsDwMp&t=1,,MAGIC3D,,,,,,,146,,,,,,,35,20,,30,,,,,,,,,,15,,,4,2,35,25,100,
雷命,https://youtu.be/HpDWe6BE0cw?si=s8Umo4FTk4GUbSNv,,,FALSE,,,2025/06/13,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,FALSE,TRUE,TRUE,TRUE,https://linkco.re/CS6MN2F7,TRUE,https://www.youtube.com/live/daKnKRRoFTU?si=v6TYsQNgUH3RDHmC&t=3015,,,,,,,,,148,25,,40,30,,,,,,,,,5,,,,,,,,,,4,3,40,25,100,
声の旅,https://youtu.be/ES-AjY0a8UY?si=UbE2zJQZmXrkeu15,https://youtu.be/ES-AjY0a8UY?si=UbE2zJQZmXrkeu15,,TRUE,,,2025/06/13,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://linkco.re/CS6MN2F7,FALSE,https://youtu.be/tG6h83PreFk?si=_V1Ubzvet_x6nVzG&t=1007,,MAGIC3D,,,,,,,174,,,,20,,,,,,10,5,,,,,,,40,,15,10,,6,1,40,16.66666667,100,
247LOVE,https://youtu.be/31aG87oU98g?si=kDhvdYPzc_DckkpN,,,FALSE,,,2025/06/13,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,FALSE,TRUE,TRUE,TRUE,https://linkco.re/CS6MN2F7,FALSE,,,,,,,,,,174,,,,,,,20,60,,20,,,,,,,,,,,,,3,1,60,33.33333333,100,
ブルーミソロジー,https://youtu.be/luOuECtt1Z0?si=K4Qzx4aXmmqwtDXc,,,FALSE,,,2025/06/13,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,FALSE,TRUE,TRUE,TRUE,https://linkco.re/CS6MN2F7,FALSE,https://youtu.be/tG6h83PreFk?si=jUDRlIHGn2ndZ55E&t=197,,MAGIC3D,,,,,,,194,20,,,30,,,,,,25,,,20,,,,,,2.5,,2.5,,6,2,30,16.66666667,100,
トマトは愛を解さない,https://youtu.be/4k4qwBE0k1k?si=6lP2rCyfdmqKKx5I,,,FALSE,,,2025/06/13,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://linkco.re/CS6MN2F7,FALSE,,,,,,,,,,200,20,,,5,20,,,,,,,,,,25,,,,,,,30,5,2,30,20,100,
【Cover】Budding! （SitR名古屋）,https://youtu.be/0zXZmhBR8ik?si=G-m8nwdKoBIu5jVk,https://youtu.be/0zXZmhBR8ik?si=G-m8nwdKoBIu5jVk,,FALSE,,,2025/06/22,,緑仙、葉加瀬冬雪、長尾景、先斗寧、渡会雲雀、小清水透,,,男女混合,FALSE,TRUE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
【Cover】Arc goes oN (Live ver Singin' in the Rainbow! at Nagoya),https://youtu.be/fJBfLGlWSI0?si=aoeUNkBDa_Qfx8_i,,,FALSE,,,2025/06/22,,緑仙、葉加瀬冬雪、長尾景、先斗寧、渡会雲雀、小清水透,,,男女混合,FALSE,TRUE,TRUE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://nex-tone.link/A00183942,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
【Cover】Hurrah!! / HEROES,https://youtu.be/OCU4UgBBwJ4?si=p_cCF23D3kaCQ1e8,https://youtu.be/OCU4UgBBwJ4?si=p_cCF23D3kaCQ1e8,,FALSE,,,2025/06/25,HEROES,佐伯イッテツ、赤城ウェン、宇佐美リト、緋八マナ、星導ショウ、叢雲カゲツ、小柳ロウ、伊波ライ、Yu Q. Wilson、Vantacrow Bringer、Vezalius Bandage,,,男性ユニット,FALSE,TRUE,TRUE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
Peek a boo,https://youtu.be/YnSZulXlV6A?si=teE2VbnO1vuhS5yA,https://youtu.be/YnSZulXlV6A?si=teE2VbnO1vuhS5yA,,TRUE,,,2025/06/26,,Kotoka Torahime,,,女性ソロ,FALSE,FALSE,FALSE,TRUE,作曲：弦月藤士郎,,,,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
ヤキツキ,https://youtu.be/dPHWd5-vUDo?si=Z26mEHIhkU0Q2ulC,https://youtu.be/dPHWd5-vUDo?si=Z26mEHIhkU0Q2ulC,,TRUE,,,2025/06/30,,緋八マナ,,,男性ソロ,FALSE,FALSE,FALSE,TRUE,作詞：内緒のピアス、緋八マナ,,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://linkco.re/Tcf9UY4z,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
【Cover】Arc goes oN (Live ver Singin' in the Rainbow! at Yokohama),https://youtu.be/CW2U4CeNbtQ?si=U2uTIUaeDc0amJBE,,,FALSE,,,2025/07/21,,える、叶、ドーラ、花畑チャイカ、社築、本間ひまわり、葛葉,,,男女混合,FALSE,TRUE,TRUE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://nex-tone.link/A00198431,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
8.31,https://youtu.be/2PHuxxGkT20?si=v8L6hNNuRbAQBjX2,https://youtu.be/2PHuxxGkT20?si=v8L6hNNuRbAQBjX2,,TRUE,,,2025/07/25,ぱんだ立どじゃ高校,五十嵐梨花、石神のぞみ、ガオン、綺沙良‪、倉持めると、弦月藤士郎、栞葉るり、渚トラウト、一橋綾人、舞元啓介、町田ちま、Millie Parfait、夢追翔、緑仙、ルイス・キャミー,,,男女混合,FALSE,FALSE,FALSE,TRUE,作詞・作曲・編曲：弦月藤士郎,にじさんじ甲子園監督：笹木咲,イラスト出演：ソ・ナギ、先斗寧,,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
Winning Game,https://youtu.be/bt7yUVrWtEE?si=aMExNc3uoPrI9Pb0,https://youtu.be/bt7yUVrWtEE?si=aMExNc3uoPrI9Pb0,,TRUE,,,2025/08/17,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,TRUE,作詞・作曲：甲斐田晴,編曲：弦月藤士郎、ナツメ ユウキ,にじさんじ甲子園監督：レオス・ヴィンセント,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,180,,,5,22.5,,,12.5,,,30,,,,,,,,,,,20,,5,1,30,18,90,
【Cover】虹色のPuddle,https://youtu.be/DvDVY7nXVco?si=e9ROPfh8QzZXUdv4,https://youtu.be/DvDVY7nXVco?si=e9ROPfh8QzZXUdv4,,FALSE,,,2025/08/24,,ジョー・力一、甲斐田晴、弦月藤士郎、長尾景、セラフ・ダズルガーデン、風楽奏斗、宇佐美リト、緋八マナ、伊波ライ、ミラン・ケストレル、北見遊征、榊ネス、酒寄颯馬、渚トラウト,,,男性ユニット,FALSE,TRUE,TRUE,FALSE,企画：#にじ漢歌祭り ,,,,FALSE,,,,,TRUE,TRUE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
モンゴルのうた,https://youtu.be/iT3sFI7gib4?si=RACSfh_yuTByALC_&t=1890,,,FALSE,,,2025/08/28,ROF-MAO,剣持刀也、加賀美ハヤト、不破湊、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,TRUE,作詞・作曲：甲斐田晴,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,https://youtu.be/iT3sFI7gib4?si=RACSfh_yuTByALC_&t=1890,https://youtu.be/mIHW9YO1eWY?t=4792&si=hf1vq2A8HGa95LJF,,,,203,,,,,,,12.5,,,12.5,,,,,,,,,,7.5,7.5,20,5,0,20,12,60,
【Cover】Arc goes oN (Live ver Singin' in the Rainbow! at Kobe),https://youtu.be/AQSF094jqOA?si=aVG-Ec3ujLlPmQbL,,,FALSE,,,2025/08/30,,樋口楓、竜胆尊、レヴィ・エリファ、シェリン・バーガンディ、甲斐田晴、伊波ライ,,,男女混合,FALSE,TRUE,TRUE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://nex-tone.link/A00201582,FALSE,,,,,,,,「にじさんじ7周年」をテーマとした、盛り上がりやエモさを感じられる楽曲のライブ音源。,えにまが,95,5,,30,,,,25,,,,,,,,,,,10,,,30,,5,3,30,20,100,
【Cover】Summer and Peace!,https://youtu.be/RKgCTSHr1xA?si=OowLmj5buZ_Yebfm,https://youtu.be/RKgCTSHr1xA?si=OowLmj5buZ_Yebfm,,FALSE,,,2025/08/30,,樋口楓、竜胆尊、レヴィ・エリファ、シェリン・バーガンディ、甲斐田晴、伊波ライ,,,男女混合,FALSE,TRUE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
シビルアイ,https://youtu.be/QqtBFXVtf2Y?si=nIDSyBvQFrXintLc,https://youtu.be/QqtBFXVtf2Y?si=nIDSyBvQFrXintLc,,TRUE,,,2025/09/11,,星導ショウ,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://nijisanjirecords.lnk.to/hoshirubesho_civileye,FALSE,,,,,,,,,,,10,,,,,,,,,,,5,40,20,25,,,,,,,,5,2,40,20,100,
【Cover】Arc goes oN (Live ver Singin' in the Rainbow! at Fukuoka),https://youtu.be/yyuW9ebFpTY,https://youtu.be/yyuW9ebFpTY,,FALSE,https://youtu.be/yyuW9ebFpTY,,2025/09/13,,鷹宮リオン、夢追翔、星川サラ、不破湊、オリバー・エバンス、倉持めると,,,男女混合,FALSE,TRUE,TRUE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://nex-tone.link/A00202279,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
おったまげったん,https://youtu.be/z_PYVPUsDyc?si=wkcEj5VObhMSL4rx,https://youtu.be/z_PYVPUsDyc?si=wkcEj5VObhMSL4rx,,TRUE,,,2025/10/01,ROF-MAO,剣持刀也、加賀美ハヤト、不破湊、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,TRUE,TRUE,FALSE,TRUE,https://rof-mao.lnk.to/ottamaID,TRUE,,,,,,,,,,184,,,,,,,35,40,,10,,,,,,,,,,,,15,4,2,40,25,100,
【Cover】Arc goes oN (Live ver Singin' in the Rainbow! at Hiroshima),https://youtu.be/Zl4jCSh0wEc?si=qRkEjlKEtAqO5OVW,,,FALSE,,,2025/10/18,,ジョー・力一、周央サンゴ、壱百満天原サロメ、セラフ・ダズルガーデン、星導ショウ、栞葉るり,,,男女混合,FALSE,TRUE,TRUE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://nex-tone.link/A00183946,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
ドリーマーズハイ,https://youtu.be/TD29NOMz3hA?si=rbJwkl0HZ4fApBlw,https://youtu.be/TD29NOMz3hA?si=rbJwkl0HZ4fApBlw,,TRUE,,,2025/10/23,ROF-MAO,剣持刀也、加賀美ハヤト、不破湊、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,TRUE,TRUE,FALSE,TRUE,https://rof-mao.lnk.to/dreamershighID,FALSE,,,,,,,,,,134,,,10,,,,30,10,,30,,,15,,,,,,,,,5,6,2,30,16.66666667,100,
B.E.T,https://youtu.be/4av0URX6vz4?si=7CMdxK4h-D71O8w4,https://youtu.be/4av0URX6vz4?si=7CMdxK4h-D71O8w4,,TRUE,,,2025/12/05,,渚トラウト,,,男性ソロ,FALSE,FALSE,FALSE,TRUE,作詞・作曲：弦月藤士郎,ラップ：渚トラウト,,,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,20,,,,,,,15,23,37,,5,,,,,,,5,1,37,20,100,
永遠をめぐる翼,https://youtu.be/Y3eHuYhDsgo?si=c6d5VqyCCzGe2Yx2,https://youtu.be/Y3eHuYhDsgo?si=c6d5VqyCCzGe2Yx2,,TRUE,,,2025/12/20,,緋八マナ,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://linkco.re/DD9HA654,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
君の夢,https://youtu.be/iLyCy1sZfrc?si=APWV7CItfC89kSiP,https://youtu.be/iLyCy1sZfrc?si=APWV7CItfC89kSiP,,TRUE,,,2025/12/30,,珠乃井ナナ,,,女性ソロ,FALSE,FALSE,FALSE,TRUE,作詞・作曲：弦月藤士郎,,,,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
【Cover】Arc goes oN (Live ver Singin' in the Rainbow! at Tokyo),https://youtu.be/k3b3iMuY1lA?si=pa69Eib9U7YZPaIY,,,FALSE,,,2026/01/18,,月ノ美兎、家長むぎ、剣持刀也、伏見ガク、夕陽リリ、笹木咲、椎名唯華,,,男女混合,FALSE,TRUE,TRUE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://nex-tone.link/A00211573,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
XVI,https://youtu.be/-Kx6OuzbIB4?si=es7jBml3ZXJKPtk2,https://youtu.be/-Kx6OuzbIB4?si=es7jBml3ZXJKPtk2,,TRUE,,,2026/01/19,XVI,莉犬、エクス・アルビオ、ズズ、伊波ライ、るぅと、赤城ウェン、白波瀬ソル、BobSappAim、ロゼ、Ras、月島ごう、pepper、小森めと、巫神こん、綾見ユラ,,,男女混合,TRUE,FALSE,FALSE,FALSE,口笛：エクス・アルビオ,,,,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
絶対♡しーくれっと!!,https://youtu.be/uD5k6c79zts?si=UAAU4MspdknI-N__,,,FALSE,,,2026/01/25,Chill＋L'aile,ラトナ・プティ、アルス・アルマル、える、竜胆尊,,,女性ユニット,FALSE,FALSE,FALSE,TRUE,作詞・作曲：弦月藤士郎,,,,FALSE,,,,,FALSE,FALSE,FALSE,TRUE,https://linkco.re/dGdXndFX,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
なんやかんや、冬。,https://youtu.be/KxDODsgViW0?si=rCVEolCNam7R7Bzk,https://youtu.be/KxDODsgViW0?si=rCVEolCNam7R7Bzk,,TRUE,https://www.youtube.com/watch?v=-S6wB-KKXHc,,2026/02/05,,月ノ美兎、笹木咲、椎名唯華,,,女性ユニット,FALSE,FALSE,FALSE,TRUE,作曲：弦月藤士郎・常楽寺澪,,,,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
Cat-Can Telephone,https://youtu.be/hzP2BolxemM?si=DaoQhcQyB06OzzTk,https://youtu.be/hzP2BolxemM?si=gtulxHEXDBO5BnX5,,TRUE,,,2026/02/14,,健屋花那,,,女性ソロ,FALSE,FALSE,FALSE,TRUE,作詞・作曲：弦月藤士郎,備考：キャラクターソング（ストグラ）,,,TRUE,https://youtube.com/shorts/hkSvbe3LsDE?si=2B-nIpWYtEVLwsDI,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
晴れと褻,https://youtu.be/CQJDyd1GfCM?si=osPlAOZogB4V2yic,https://youtu.be/CQJDyd1GfCM?si=osPlAOZogB4V2yic,,TRUE,,,2026/03/27,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://accelnotes.lnk.to/kaidaharu_haretoke,FALSE,,,,,,,,「快晴」をモチーフにした楽曲。,,182,,,,,,,20,5,,20,10,,,,,,,7.5,,17.5,20,,7,0,20,14.28571429,100,
IENOMI,https://youtu.be/mq1LMVcyBCU?si=FIWEXoiRZEczfKTZ,https://youtu.be/mq1LMVcyBCU?si=FIWEXoiRZEczfKTZ,,TRUE,,,2026/03/30,Oriens,佐伯イッテツ、赤城ウェン、宇佐美リト、緋八マナ,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,TRUE,https://youtube.com/shorts/q1ddDfwpacE?si=e3J6lJvq1GcjXbwK,https://youtube.com/shorts/UKJ9QUZnICw?si=j0FV-Ox45IUs25x0,https://youtube.com/shorts/-_QMP4UH2bs?si=-6OiYANEeoePivpO,,TRUE,TRUE,FALSE,TRUE,https://linkco.re/t17ZhRfP,TRUE,,,,,,,,,,,,,25,,,,25,,,,,,,,,,,,,,,50,3,3,50,33.33333333,100,
寿司でたまらない,https://youtu.be/r2SPvwHJfQk?si=kXYPBbhcVaaQZtAG,https://youtu.be/r2SPvwHJfQk?si=kXYPBbhcVaaQZtAG,,TRUE,,,2026/04/01,紫男,夢追翔、星導ショウ、ミラン・ケストレル、渚トラウト,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://nijisanjirecords.lnk.to/murasakidan_sushidetamaranai,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
インターネットは最悪 2026,https://youtu.be/cXPNwLQ_-A0?si=ATLkHMr5UkiD89MG,https://youtu.be/cXPNwLQ_-A0?si=ATLkHMr5UkiD89MG,,TRUE,,,2026/04/01,こじらせハラスメント,緑仙、弦月藤士郎,,,"男女混合, 男性ユニット",FALSE,FALSE,FALSE,TRUE,作詞・作曲：弦月藤士郎,,,,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
アイカラーコンタクト,https://youtube.com/shorts/A_lUu3Nji88?si=1yzJoX7L8M62D0Vp,,,FALSE,,,2026/04/01,不安定性バイアス,森中花咲、健屋花那、えま★おうがすと,,,女性ユニット,FALSE,FALSE,FALSE,TRUE,作詞・作曲：弦月藤士郎,企画：#こじハラアイドルプロデュース,,,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,20,,,5,,5,20,,,,,,,,4,0,20,12.5,50,
超スキ！,https://youtube.com/shorts/IXxb0HJXEgE?si=17k6KxfkQMMxD1Bi,,,FALSE,,,2026/04/01,我ら可愛い向上委員会,天宮こころ、石神のぞみ、七瀬すず菜、早乙女ベリー、蝸堂みかる,,,女性ユニット,FALSE,FALSE,FALSE,TRUE,作詞・作曲：弦月藤士郎,企画：#こじハラアイドルプロデュース,,,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
コスモガール,https://youtube.com/shorts/JTe5UEp14D4?si=1Dxi6I_oKPj1oxKu,,,FALSE,,,2026/04/01,COSMO GIRL,夕陽リリ、葉加瀬冬雪、小清水透,,,女性ユニット,FALSE,FALSE,FALSE,TRUE,作詞・作曲：弦月藤士郎,企画：#こじハラアイドルプロデュース,,,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
CROWN,https://youtube.com/shorts/vfgc0mt3CFA?si=XV9fQLhlz-AEUFWN,,,FALSE,,,2026/04/01,QUEENDOM,レヴィ・エリファ、戌亥とこ、珠乃井ナナ、綺沙良,,,女性ユニット,FALSE,FALSE,FALSE,TRUE,作詞・作曲：弦月藤士郎,企画：#こじハラアイドルプロデュース,,,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
