分類,配信内容,配信日,No.,曲名,歌手名,リンク,甲斐田歌唱,コラボライバー,演奏
有観客ライブ,VΔLZ LIVE TOUR 2024『三華の樂』大阪公演,2024/09/21,3,扉,VΔLZ,https://www.youtube.com/live/22GbH8aIKvM?si=uVCMqZElVqYNjXn_&t=2795,TRUE,弦月藤士郎、長尾景,
有観客ライブ,VΔLZ LIVE TOUR 2024『三華の樂』大阪公演,2024/09/21,4,Treasure Believer,VΔLZ,https://www.youtube.com/live/22GbH8aIKvM?si=E3bOET1izULj8G8J&t=3309,TRUE,弦月藤士郎、長尾景,
有観客ライブ,VΔLZ LIVE TOUR 2024『三華の樂』大阪公演,2024/09/21,5,DAY BY DAY,VΔLZ,https://shop.nijisanji.jp/TAG_442,TRUE,弦月藤士郎、長尾景,
有観客ライブ,VΔLZ LIVE TOUR 2024『三華の樂』大阪公演,2024/09/21,6,SOUP,VΔLZ,https://shop.nijisanji.jp/TAG_442,TRUE,弦月藤士郎、長尾景,
有観客ライブ,VΔLZ LIVE TOUR 2024『三華の樂』大阪公演,2024/09/21,7,ブリキの魂,VΔLZ,https://shop.nijisanji.jp/TAG_442,TRUE,弦月藤士郎、長尾景,
有観客ライブ,VΔLZ LIVE TOUR 2024『三華の樂』大阪公演,2024/09/21,8,青春応歌,VΔLZ,https://shop.nijisanji.jp/TAG_442,TRUE,弦月藤士郎、長尾景,
有観客ライブ,VΔLZ LIVE TOUR 2024『三華の樂』大阪公演,2024/09/21,9,名前を呼ぶよ,ラックライフ,https://shop.nijisanji.jp/TAG_442,TRUE,,
有観客ライブ,VΔLZ LIVE TOUR 2024『三華の樂』大阪公演,2024/09/21,10,小さきもの,林明日香,https://shop.nijisanji.jp/TAG_442,TRUE,,
有観客ライブ,VΔLZ LIVE TOUR 2024『三華の樂』大阪公演,2024/09/21,11,ムーンウォーカーズ,VΔLZ,https://shop.nijisanji.jp/TAG_442,TRUE,弦月藤士郎、長尾景,
有観客ライブ,VΔLZ LIVE TOUR 2024『三華の樂』大阪公演,2024/09/21,12,黎明の轍,VΔLZ,https://shop.nijisanji.jp/TAG_442,TRUE,弦月藤士郎、長尾景,
有観客ライブ,VΔLZ LIVE TOUR 2024『三華の樂』大阪公演,2024/09/21,13,MONSTER DANCE,KEYTALK,https://shop.nijisanji.jp/TAG_442,TRUE,弦月藤士郎、長尾景,
有観客ライブ,VΔLZ LIVE TOUR 2024『三華の樂』大阪公演,2024/09/21,14,虹色のPuddle,にじさんじ,https://shop.nijisanji.jp/TAG_442,TRUE,弦月藤士郎、長尾景,
有観客ライブ,VΔLZ LIVE TOUR 2024『三華の樂』仙台公演,2024/09/29,1,ブリキの魂,VΔLZ,https://www.youtube.com/live/Rz0O68Ejblw?si=T1fwi0tGdnodezD_&t=1649,TRUE,弦月藤士郎、長尾景,
有観客ライブ,VΔLZ LIVE TOUR 2024『三華の樂』仙台公演,2024/09/29,2,No Reason.,VΔLZ,https://www.youtube.com/live/Rz0O68Ejblw?si=c1IEAKYt8JS-sKI8&t=1877,TRUE,弦月藤士郎、長尾景,
有観客ライブ,VΔLZ LIVE TOUR 2024『三華の樂』仙台公演,2024/09/29,3,ムーンウォーカーズ,VΔLZ,https://www.youtube.com/live/Rz0O68Ejblw?si=YvYm-vWgM5Mzrtb5&t=2054,TRUE,弦月藤士郎、長尾景,
有観客ライブ,VΔLZ LIVE TOUR 2024『三華の樂』仙台公演,2024/09/29,4,SOUP,VΔLZ,https://www.youtube.com/live/Rz0O68Ejblw?si=wBxUVlkHy11mQujc&t=2896,TRUE,弦月藤士郎、長尾景,
有観客ライブ,VΔLZ LIVE TOUR 2024『三華の樂』仙台公演,2024/09/29,5,Treasure Believer,VΔLZ,https://shop.nijisanji.jp/TAG_442,TRUE,弦月藤士郎、長尾景,
有観客ライブ,VΔLZ LIVE TOUR 2024『三華の樂』仙台公演,2024/09/29,6,何色,甲斐田晴,https://shop.nijisanji.jp/TAG_442,TRUE,,
有観客ライブ,VΔLZ LIVE TOUR 2024『三華の樂』仙台公演,2024/09/29,7,才能が無いから何だ,甲斐田晴,https://shop.nijisanji.jp/TAG_442,TRUE,,
有観客ライブ,VΔLZ LIVE TOUR 2024『三華の樂』仙台公演,2024/09/29,8,青春応歌,VΔLZ,https://shop.nijisanji.jp/TAG_442,TRUE,弦月藤士郎、長尾景,
有観客ライブ,VΔLZ LIVE TOUR 2024『三華の樂』仙台公演,2024/09/29,9,扉,VΔLZ,https://shop.nijisanji.jp/TAG_442,TRUE,弦月藤士郎、長尾景,
有観客ライブ,VΔLZ LIVE TOUR 2024『三華の樂』仙台公演,2024/09/29,10,DAY BY DAY,VΔLZ,https://shop.nijisanji.jp/TAG_442,TRUE,弦月藤士郎、長尾景,
有観客ライブ,VΔLZ LIVE TOUR 2024『三華の樂』仙台公演,2024/09/29,11,黎明の轍,VΔLZ,https://shop.nijisanji.jp/TAG_442,TRUE,弦月藤士郎、長尾景,
有観客ライブ,VΔLZ LIVE TOUR 2024『三華の樂』仙台公演,2024/09/29,12,浮世の演舞,VΔLZ,https://shop.nijisanji.jp/TAG_442,TRUE,弦月藤士郎、長尾景,
有観客ライブ,VΔLZ LIVE TOUR 2024『三華の樂』仙台公演,2024/09/29,13,SHOOTING DELTA,VΔLZ,https://shop.nijisanji.jp/TAG_442,TRUE,弦月藤士郎、長尾景,
有観客ライブ,VΔLZ LIVE TOUR 2024『三華の樂』仙台公演,2024/09/29,14,Virtual to Live,にじさんじ,https://shop.nijisanji.jp/TAG_442,TRUE,弦月藤士郎、長尾景,
有観客ライブ,VΔLZ LIVE TOUR 2024『三華の樂』仙台公演,2024/09/29,15,Hurrah!!,にじさんじ,https://shop.nijisanji.jp/TAG_442,TRUE,弦月藤士郎、長尾景,
弾き語り,弾き語り配信,2024/10/05,1,月が綺麗だ。,甲斐田晴,https://youtu.be/2MjYmuIYABY?t=9m50s,TRUE,,
弾き語り,弾き語り配信,2024/10/05,2,夜咄ディセイブ,じん,https://youtu.be/2MjYmuIYABY?t=16m6s,TRUE,,
弾き語り,弾き語り配信,2024/10/05,3,StaRt,Mrs.GREEN APPLE,https://youtu.be/2MjYmuIYABY?t=26m4s,TRUE,,
弾き語り,弾き語り配信,2024/10/05,4,インフェルノ,Mrs.GREEN APPLE,https://youtu.be/2MjYmuIYABY?t=32m14s,TRUE,,
弾き語り,弾き語り配信,2024/10/05,5,盲目の宇宙飛行士,yukkedoluce(黒髪ストロングＰ),https://youtu.be/2MjYmuIYABY?t=41m3s,TRUE,,
弾き語り,弾き語り配信,2024/10/05,6,Hurrah!!,にじさんじ,https://youtu.be/2MjYmuIYABY?t=48m55s,TRUE,,
弾き語り,弾き語り配信,2024/10/05,7,アイム・ア・ビリーバー,SPYAIR,https://youtu.be/2MjYmuIYABY?t=59m55s,TRUE,,
弾き語り,弾き語り配信,2024/10/05,8,イマジネーション,SPYAIR,https://youtu.be/2MjYmuIYABY?t=62m59s,TRUE,,
弾き語り,弾き語り配信,2024/10/05,9,浮世の演舞,VΔLZ,https://youtu.be/2MjYmuIYABY?t=71m30s,TRUE,,
弾き語り,弾き語り配信,2024/10/05,10,コスモノート,天月-あまつき-,https://youtu.be/2MjYmuIYABY?t=85m43s,TRUE,,
"コラボ, 歌唱のみ",Nornis界隈のハナシ,2024/10/09,1,Virtual to Live,にじさんじ,https://www.youtube.com/live/D5oWHwsnFCc?si=qeCmOD8mj9KYVdyl&t=3372,TRUE,町田ちま、戌亥とこ、長尾景,
弾き語り,弾き語り配信,2024/10/14,1,UNION,OxT,https://youtu.be/ehpdayX_NZc?t=1m51s,TRUE,,
弾き語り,弾き語り配信,2024/10/14,2,猫,DISH//,https://youtu.be/ehpdayX_NZc?t=5m12s,TRUE,,
弾き語り,弾き語り配信,2024/10/14,3,プラネタリウムの真実,夏代孝明,https://youtu.be/ehpdayX_NZc?t=10m56s,TRUE,,
弾き語り,弾き語り配信,2024/10/14,4,少年と魔法のロボット,40mP,https://youtu.be/ehpdayX_NZc?t=27m44s,TRUE,,
弾き語り,弾き語り配信,2024/10/14,5,廻廻奇譚,Eve,https://youtu.be/ehpdayX_NZc?t=45m4s,TRUE,,
弾き語り,弾き語り配信,2024/10/14,6,太陽系デスコ,ナユタン星人,https://youtu.be/ehpdayX_NZc?t=54m11s,TRUE,,
弾き語り,弾き語り配信,2024/10/14,7,ジェットロケット,LiSA,https://youtu.be/ehpdayX_NZc?t=60m29s,TRUE,,
"コラボ, 歌唱のみ, 3D（オンライン）",3D弾き語り凸待ち,2024/10/27,,ドライフラワー,優里,https://youtu.be/qIGjhutbirQ?t=42m50s,TRUE,天宮こころ,天宮こころ
弾き語り,弾き語り配信,2024/10/29,1,雪の華,中島美嘉,https://youtu.be/ILTZJoU4cZ4?t=10m51s,TRUE,,
弾き語り,弾き語り配信,2024/10/29,2,ソラニン,ASIAN KUNG-FU GENERATION,https://youtu.be/ILTZJoU4cZ4?t=17m35s,TRUE,,
弾き語り,弾き語り配信,2024/10/29,3,しおり,Aqua Timez,https://youtu.be/ILTZJoU4cZ4?t=25m28s,TRUE,,
弾き語り,弾き語り配信,2024/10/29,4,炎,LiSA,https://youtu.be/ILTZJoU4cZ4?t=34m7s,TRUE,,
弾き語り,弾き語り配信,2024/10/29,5,青いベンチ,サスケ,https://youtu.be/ILTZJoU4cZ4?t=40m53s,TRUE,,
弾き語り,弾き語り配信,2024/10/29,6,Virtual to LIVE,にじさんじ,https://youtu.be/ILTZJoU4cZ4?t=47m24s,TRUE,,
弾き語り,弾き語り配信,2024/10/29,7,透明な心臓が泣いていた,甲斐田晴,https://youtu.be/ILTZJoU4cZ4?t=67m10s,TRUE,,
"コラボ, 歌唱のみ, 3D（オンライン）",にじさんじ歌謡祭2024 Day1,2024/12/20,1,羞恥心,羞恥心,https://shop.nijisanji.jp/TAG_488,TRUE,弦月藤士郎、長尾景,
"コラボ, 歌唱のみ, 3D（オンライン）",にじさんじ歌謡祭2024 Day1,2024/12/20,2,にじさんじ歌謡祭2024スペシャルメドレー,にじさんじ,https://youtu.be/87T794_WY_w?si=vv1r2WrIw5YYcNrd,TRUE,,
"コラボ, 歌唱のみ, 3D（オンライン）",にじさんじ歌謡祭2024 Day3,2024/12/22,1,月が綺麗だ。,甲斐田晴,https://youtu.be/Cj6qVVDU3as?t=198m15s,TRUE,,
"コラボ, 歌唱のみ, 3D（オンライン）",にじさんじ歌謡祭2024 Day3,2024/12/22,2,にじさんじ歌謡祭2024スペシャルメドレー ,にじさんじ,https://youtu.be/0fc-NhVs1iQ?si=MApZwGIc6dC8Fha1,TRUE,,
有観客ライブ,NIJISANJI COUNTDOWN LIVE 2024→2025,2025/01/01,1,DiVE !N,ROF-MAO,https://youtu.be/Ip0bQfyoqgs?t=121m22s,TRUE,剣持刀也、加賀美ハヤト、不破湊,
有観客ライブ,NIJISANJI COUNTDOWN LIVE 2024→2025,2025/01/01,2,I wanna! You wanna!,ROF-MAO,https://youtu.be/Ip0bQfyoqgs?t=128m44s,TRUE,剣持刀也、加賀美ハヤト、不破湊,
有観客ライブ,NIJISANJI COUNTDOWN LIVE 2024→2025,2025/01/01,3,Not For You,叶、葛葉,https://www.youtube.com/live/Ip0bQfyoqgs?t=11400&si=4YSVOwnAg4xEaoX5,TRUE,剣持刀也、加賀美ハヤト、不破湊、風楽奏斗、渡会雲雀、四季凪アキラ、セラフ・ダズルガーデン,
有観客ライブ,NIJISANJI COUNTDOWN LIVE 2024→2025,2025/01/01,4,Virtual to LIVE,にじさんじ,https://www.youtube.com/live/Ip0bQfyoqgs?t=12385&si=4LG7cGDLgI3L20Rf,TRUE,,
メン限,メン限（ギター）,2025/01/30,,（メン限）,,https://www.youtube.com/live/LIxNh29aoyA?si=D2FWtEiZ8ofEbOtq,FALSE,,
弾き語り,弾き語り配信,2025/01/31,1,風になる,つじあやの,https://youtu.be/nEV8XMmUU2c?t=10m6s,TRUE,,
弾き語り,弾き語り配信,2025/01/31,2,Shiny Sunny Step,甲斐田晴,https://youtu.be/nEV8XMmUU2c?t=20m23s,TRUE,,
弾き語り,弾き語り配信,2025/01/31,3,瞳をとじて,平井堅,https://youtu.be/nEV8XMmUU2c?t=31m56s,TRUE,,
弾き語り,弾き語り配信,2025/01/31,4,First Love,宇多田ヒカル,https://youtu.be/nEV8XMmUU2c?t=42m45s,TRUE,,
弾き語り,弾き語り配信,2025/01/31,5,一滴の影響,UVERworld,https://youtu.be/nEV8XMmUU2c?t=52m57s,TRUE,,
弾き語り,弾き語り配信,2025/01/31,6,何色,甲斐田晴,https://youtu.be/nEV8XMmUU2c?t=60m17s,TRUE,,
弾き語り,弾き語り配信,2025/01/31,7,リライト,ASIAN KUNG-FU GENERATION,https://youtu.be/nEV8XMmUU2c?t=80m35s,TRUE,,
有観客ライブ,にじさんじ 7th Anniversary LIVE「OVERTURE」Nighttime Stage,2025/02/24,1,Virtual Strike,にじさんじ,https://youtu.be/7DN7XTcCfXY?t=33m16s,TRUE,える、アルス・アルマル、星川サラ、ローレン・イロアス、レオス・ヴィンセント、風楽奏斗、ソフィア・ヴァレンタイン,
有観客ライブ,にじさんじ 7th Anniversary LIVE「OVERTURE」Nighttime Stage,2025/02/24,2,ハッピーウェディング前ソング,ヤバイTシャツ屋さん,https://youtu.be/7DN7XTcCfXY?t=55m24s,TRUE,星川サラ,
有観客ライブ,にじさんじ 7th Anniversary LIVE「OVERTURE」Nighttime Stage,2025/02/24,3,オトノナルホウヘ→,Goose house,https://youtu.be/7DN7XTcCfXY?t=67m,TRUE,星川サラ、レオス・ヴィンセント、ソフィア・ヴァレンタイン,
有観客ライブ,にじさんじ 7th Anniversary LIVE「OVERTURE」Nighttime Stage,2025/02/24,4,オルターエゴ,Misumi,https://shop.nijisanji.jp/TAG_538,TRUE,える、ローレン・イロアス,
有観客ライブ,にじさんじ 7th Anniversary LIVE「OVERTURE」Nighttime Stage,2025/02/24,5,88☆彡,まらしぃ×堀江晶太(kemu),https://shop.nijisanji.jp/TAG_538,TRUE,アルス・アルマル、風楽奏斗,
有観客ライブ,にじさんじ 7th Anniversary LIVE「OVERTURE」Nighttime Stage,2025/02/24,6,水の記憶,甲斐田晴,https://shop.nijisanji.jp/TAG_538,TRUE,,
有観客ライブ,にじさんじ 7th Anniversary LIVE「OVERTURE」Nighttime Stage,2025/02/24,7,狂乱 Hey Kids!!,THE ORAL CIGARETTES,https://shop.nijisanji.jp/TAG_538,TRUE,ローレン・イロアス、レオス・ヴィンセント、風楽奏斗,
有観客ライブ,にじさんじ 7th Anniversary LIVE「OVERTURE」Nighttime Stage,2025/02/24,8,Arc goes oN,にじさんじ,https://shop.nijisanji.jp/TAG_538,TRUE,える、アルス・アルマル、星川サラ、ローレン・イロアス、レオス・ヴィンセント、風楽奏斗、ソフィア・ヴァレンタイン,
弾き語り,弾き語り配信,2025/03/04,1,青のすみか,キタニタツヤ,https://youtu.be/YnvBiBG1YVM?t=13m51s,TRUE,,
弾き語り,弾き語り配信,2025/03/04,2,水の記憶,甲斐田晴,https://youtu.be/YnvBiBG1YVM?t=20m13s,TRUE,,
弾き語り,弾き語り配信,2025/03/04,3,この場所で,甲斐田晴,https://youtu.be/YnvBiBG1YVM?t=32m45s,TRUE,,
弾き語り,弾き語り配信,2025/03/04,4,一瞬と一生,甲斐田晴,https://youtu.be/YnvBiBG1YVM?t=40m37s,TRUE,,
弾き語り,弾き語り配信,2025/03/04,5,ぼくのヒーロー,甲斐田晴,https://youtu.be/YnvBiBG1YVM?t=50m10s,TRUE,,
弾き語り,弾き語り配信,2025/03/04,6,率直,甲斐田晴,https://youtu.be/YnvBiBG1YVM?t=55m38s,TRUE,,
弾き語り,弾き語り配信,2025/03/04,7,清風,甲斐田晴,https://youtu.be/YnvBiBG1YVM?t=62m40s,TRUE,,
弾き語り,弾き語り配信,2025/03/04,8,才能が無いから何だ,甲斐田晴,https://youtu.be/YnvBiBG1YVM?t=72m57s,TRUE,,
弾き語り,弾き語り配信,2025/03/19,1,小さきもの,林明日香,https://youtu.be/Ih7bWaqFEkM?t=5m8s,TRUE,,
弾き語り,弾き語り配信,2025/03/19,2,SHOOTING DELTA,VΔLZ,https://youtu.be/Ih7bWaqFEkM?t=19m5s,TRUE,,
弾き語り,弾き語り配信,2025/03/19,3,フルカウント,ROF-MAO,https://youtu.be/Ih7bWaqFEkM?t=27m24s,TRUE,,
弾き語り,弾き語り配信,2025/03/19,4,3月9日,レミオロメン,https://youtu.be/Ih7bWaqFEkM?t=38m8s,TRUE,,
弾き語り,弾き語り配信,2025/03/19,5,そばかす,JUDY AND MARY,https://youtu.be/Ih7bWaqFEkM?t=48m,TRUE,,
弾き語り,弾き語り配信,2025/03/19,6,僕のキモチ,WaT,https://youtu.be/Ih7bWaqFEkM?t=58m1s,TRUE,,
弾き語り,弾き語り配信,2025/03/19,7,雪の華,中島美嘉,https://youtu.be/Ih7bWaqFEkM?t=70m59s,TRUE,,
弾き語り,弾き語り配信,2025/03/19,8,READY STEADY GO,L'Arc～en～Ciel,https://youtu.be/Ih7bWaqFEkM?t=78m57s,TRUE,,
"コラボ, 歌唱のみ, 3D（オンライン）",VΔLZ 5th Anniversary 3DLIVE,2025/04/02,1,Beyond the Frame,VΔLZ,https://youtu.be/qdQtHY34W08?t=1m6s,TRUE,弦月藤士郎、長尾景,
"コラボ, 歌唱のみ, 3D（オンライン）",VΔLZ 5th Anniversary 3DLIVE,2025/04/02,2,黎明の轍,VΔLZ,https://youtu.be/qdQtHY34W08?t=4m42s,TRUE,弦月藤士郎、長尾景,
"コラボ, 歌唱のみ, 3D（オンライン）",VΔLZ 5th Anniversary 3DLIVE,2025/04/02,3,ムーンウォーカーズ,VΔLZ,https://youtu.be/qdQtHY34W08?t=14m37s,TRUE,弦月藤士郎、長尾景,
"コラボ, 3D（オンライン）, 弾き語り",VΔLZ 5th Anniversary 3DLIVE,2025/04/02,4,パラレルノー細胞,甲斐田晴,https://youtu.be/qdQtHY34W08?t=28m26s,TRUE,弦月藤士郎、長尾景,甲斐田晴、弦月藤士郎、長尾景
"コラボ, 3D（オンライン）, 弾き語り",VΔLZ 5th Anniversary 3DLIVE,2025/04/02,5,Universe,長尾景,https://www.youtube.com/live/qdQtHY34W08?t=2096&si=wpElbDHViCK6XdSr,FALSE,長尾景,甲斐田晴、弦月藤士郎
"コラボ, 3D（オンライン）, 弾き語り",VΔLZ 5th Anniversary 3DLIVE,2025/04/02,6,mermaid,弦月藤士郎,https://www.youtube.com/live/qdQtHY34W08?t=2493&si=LWBlBdev3ORr8Fx2,FALSE,弦月藤士郎,甲斐田晴、弦月藤士郎、長尾景
"コラボ, 歌唱のみ, 3D（オンライン）",VΔLZ 5th Anniversary 3DLIVE,2025/04/02,7,浮世の演舞[Re:vision],VΔLZ,https://youtu.be/qdQtHY34W08?t=49m1s,TRUE,弦月藤士郎、長尾景,
"コラボ, 歌唱のみ, 3D（オンライン）",VΔLZ 5th Anniversary 3DLIVE,2025/04/02,8,青春謳歌,VΔLZ,https://youtu.be/qdQtHY34W08?t=71m22s,TRUE,弦月藤士郎、長尾景,
弾き語り,弾き語り配信,2025/04/06,1,シルシ,LiSA,https://youtu.be/fygSUmDJD2Q?t=11m8s,TRUE,,
弾き語り,弾き語り配信,2025/04/06,2,ピエロ,KEI,https://youtu.be/fygSUmDJD2Q?t=19m23s,TRUE,,
弾き語り,弾き語り配信,2025/04/06,3,となりのトトロ,井上あずみ,https://youtu.be/fygSUmDJD2Q?t=27m52s,TRUE,,
弾き語り,弾き語り配信,2025/04/06,4,Beyond the Frame,VΔLZ,https://youtu.be/fygSUmDJD2Q?t=38m33s,TRUE,,
弾き語り,弾き語り配信,2025/04/06,5,アムリタ,牧野由依,https://youtu.be/fygSUmDJD2Q?t=46m43s,TRUE,,
弾き語り,弾き語り配信,2025/04/06,6,決意の朝に,Aqua Timez,https://youtu.be/fygSUmDJD2Q?t=58m40s,TRUE,,
メン限,メン限（音楽系の何か）,2025/04/25,1,（メン限）,,https://www.youtube.com/live/ZXnBV079-Iw?si=c9jtRZgK0HgLYvcI,FALSE,,
弾き語り,弾き語り配信,2025/06/04,1,"rain stops, good-bye",におP,https://youtu.be/Hy0doxsUaqA?t=12m43s,TRUE,,
弾き語り,弾き語り配信,2025/06/04,2,Departures ～あなたにおくるアイの歌～,EGOIST,https://youtu.be/Hy0doxsUaqA?t=22m1s,TRUE,,
弾き語り,弾き語り配信,2025/06/04,3,ひとりぼっちじゃない,coba&宮沢和史,https://youtu.be/Hy0doxsUaqA?t=28m17s,TRUE,,
弾き語り,弾き語り配信,2025/06/04,4,地球最後の告白を,kemu,https://youtu.be/Hy0doxsUaqA?t=39m49s,TRUE,,
弾き語り,弾き語り配信,2025/06/04,5,DAY BY DAY,VΔLZ,https://youtu.be/Hy0doxsUaqA?t=52m19s,TRUE,,
弾き語り,弾き語り配信,2025/06/23,1,Pretender,Official髭男dism,https://youtu.be/q3S4nGUkl1I?t=9m2s,TRUE,,
弾き語り,弾き語り配信,2025/06/23,2,TSUNAMI,サザンオールスターズ,https://youtu.be/q3S4nGUkl1I?t=17m16s,TRUE,,
弾き語り,弾き語り配信,2025/06/23,3,小夜子,みきとP,https://youtu.be/q3S4nGUkl1I?t=26m57s,TRUE,,
弾き語り,弾き語り配信,2025/06/23,4,ドライフラワー,優里,https://youtu.be/q3S4nGUkl1I?t=34m51s,TRUE,,
弾き語り,弾き語り配信,2025/06/23,5,モノクロのキス,シド,https://youtu.be/q3S4nGUkl1I?t=42m26s,TRUE,,
弾き語り,弾き語り配信,2025/06/23,6,炎,LiSA,https://youtu.be/q3S4nGUkl1I?t=53m04s,TRUE,,
弾き語り,弾き語り配信,2025/06/23,7,天使にふれたよ！,放課後ティータイム,https://youtu.be/q3S4nGUkl1I?t=61m33s,TRUE,,
弾き語り,弾き語り配信,2025/06/23,8,サニーデイ,ラックライフ,https://youtu.be/q3S4nGUkl1I?t=81m47s,TRUE,,
弾き語り,弾き語り配信,2025/07/09,1,想像フォレスト,じん,https://youtu.be/fr1aC_Cia_0?t=13m1s,TRUE,,
弾き語り,弾き語り配信,2025/07/09,2,ガーネット,奥華子,https://youtu.be/fr1aC_Cia_0?t=20m51s,TRUE,,
弾き語り,弾き語り配信,2025/07/09,3,在るべき形,UVERworld,https://youtu.be/fr1aC_Cia_0?t=30m19s,TRUE,,
弾き語り,弾き語り配信,2025/07/09,4,アスノヨゾラ哨戒班,Orangestar,https://youtu.be/fr1aC_Cia_0?t=39m27s,TRUE,,
弾き語り,弾き語り配信,2025/07/09,5,お願い！セニョリータ,ORANGE RANGE,https://youtu.be/fr1aC_Cia_0?t=47m27s,TRUE,,
弾き語り,弾き語り配信,2025/07/09,6,うたかた花火,supercell,https://youtu.be/fr1aC_Cia_0?t=54m47s,TRUE,,
弾き語り,弾き語り配信,2025/07/09,7,小さきもの,林明日香,https://youtu.be/fr1aC_Cia_0?t=63m38s,TRUE,,
弾き語り,弾き語り配信,2025/07/16,1,パパンパ！Blue Summer Days,甲斐田晴,https://youtu.be/B43b88SCQeA?t=5m43s,TRUE,,
弾き語り,弾き語り配信,2025/07/16,2,シャカビーチ～Laka Laka La～,UVERworld,https://youtu.be/B43b88SCQeA?t=15m3s,TRUE,,
弾き語り,弾き語り配信,2025/07/16,3,千の夜をこえて,Aqua Timez,https://youtu.be/B43b88SCQeA?t=25m48s,TRUE,,
弾き語り,弾き語り配信,2025/07/16,4,テディ,ReoNa,https://youtu.be/B43b88SCQeA?t=59m6s,TRUE,,
有観客ライブ,ROF-MAO 2nd LIVE - Limitless,2025/07/20,1,"New Street, New world",ROF-MAO,https://www.youtube.com/live/JZ3sYu1WDC8?si=89wHRZQvg3gRGnkR&t=2045,TRUE,剣持刀也、加賀美ハヤト、不破湊,
有観客ライブ,ROF-MAO 2nd LIVE - Limitless,2025/07/20,2,情熱的ボーイ,ROF-MAO,https://www.youtube.com/live/JZ3sYu1WDC8?si=DFDw_rIVVkreDJcE&t=2277,TRUE,剣持刀也、加賀美ハヤト、不破湊,
有観客ライブ,ROF-MAO 2nd LIVE - Limitless,2025/07/20,3,ガム,ROF-MAO,https://www.youtube.com/live/JZ3sYu1WDC8?si=ngsgS2HTF4G3YuIH&t=2450,TRUE,剣持刀也、加賀美ハヤト、不破湊,
有観客ライブ,ROF-MAO 2nd LIVE - Limitless,2025/07/20,4,一撃,ROF-MAO,https://www.youtube.com/live/JZ3sYu1WDC8?si=KxHRpRkMqwfjDQWM&t=2673,TRUE,剣持刀也、加賀美ハヤト、不破湊,
有観客ライブ,ROF-MAO 2nd LIVE - Limitless,2025/07/20,5,勝利の歌～最強無敵ナンバーワン～,ROF-MAO,https://www.youtube.com/live/JZ3sYu1WDC8?si=zDcqcalZJSKJPeUe&t=3454,TRUE,剣持刀也、加賀美ハヤト、不破湊,
有観客ライブ,ROF-MAO 2nd LIVE - Limitless,2025/07/20,6,2nd LIVE Specialメドレー,ROF-MAO,https://shop.nijisanji.jp/TAG_864,TRUE,剣持刀也、加賀美ハヤト、不破湊,
有観客ライブ,ROF-MAO 2nd LIVE - Limitless,2025/07/20,7,Refresh.exe,ROF-MAO,https://shop.nijisanji.jp/TAG_864,TRUE,剣持刀也、加賀美ハヤト、不破湊,
有観客ライブ,ROF-MAO 2nd LIVE - Limitless,2025/07/20,8,感情BONDING,ROF-MAO,https://shop.nijisanji.jp/TAG_864,TRUE,剣持刀也、加賀美ハヤト、不破湊,
有観客ライブ,ROF-MAO 2nd LIVE - Limitless,2025/07/20,9,Bring it on,ROF-MAO,https://shop.nijisanji.jp/TAG_864,TRUE,剣持刀也、加賀美ハヤト、不破湊,
有観客ライブ,ROF-MAO 2nd LIVE - Limitless,2025/07/20,10,布袋尊,ROF-MAO,https://shop.nijisanji.jp/TAG_864,TRUE,剣持刀也、加賀美ハヤト、不破湊,
有観客ライブ,ROF-MAO 2nd LIVE - Limitless,2025/07/20,11,AGATTA,ROF-MAO,https://shop.nijisanji.jp/TAG_864,TRUE,剣持刀也、加賀美ハヤト、不破湊,
有観客ライブ,ROF-MAO 2nd LIVE - Limitless,2025/07/20,12,Hands Up,ROF-MAO,https://shop.nijisanji.jp/TAG_864,TRUE,剣持刀也、加賀美ハヤト、不破湊,
有観客ライブ,ROF-MAO 2nd LIVE - Limitless,2025/07/20,13,知っている手紙,ROF-MAO,https://shop.nijisanji.jp/TAG_864,TRUE,剣持刀也、加賀美ハヤト、不破湊,
有観客ライブ,ROF-MAO 2nd LIVE - Limitless,2025/07/20,14,今日みたいに,ROF-MAO,https://shop.nijisanji.jp/TAG_864,TRUE,剣持刀也、加賀美ハヤト、不破湊,
有観客ライブ,ROF-MAO 2nd LIVE - Limitless,2025/07/20,15,古傷マーモット,ROF-MAO,https://shop.nijisanji.jp/TAG_864,TRUE,,
有観客ライブ,ROF-MAO 2nd LIVE - Limitless,2025/07/20,16,I wanna! You wanna!,ROF-MAO,https://shop.nijisanji.jp/TAG_864,TRUE,剣持刀也、加賀美ハヤト、不破湊,
有観客ライブ,ROF-MAO 2nd LIVE - Limitless,2025/07/20,17,アイドル,YOASOBI,https://shop.nijisanji.jp/TAG_864,TRUE,加賀美ハヤト、不破湊,
有観客ライブ,ROF-MAO 2nd LIVE - Limitless,2025/07/20,18,フルカウント,ROF-MAO,https://shop.nijisanji.jp/TAG_864,TRUE,剣持刀也、加賀美ハヤト、不破湊,
有観客ライブ,ROF-MAO 2nd LIVE - Limitless,2025/07/20,19,DiVE !N,ROF-MAO,https://shop.nijisanji.jp/TAG_864,TRUE,剣持刀也、加賀美ハヤト、不破湊,
弾き語り,弾き語り配信,2025/08/04,1,Rolling star,YUI,https://youtu.be/t1f8KghC6o4?t=9m6s,TRUE,,
